"ch";"P1070";"P6020";"P6040";"P6081";"P6083";"P6080";"P9010";"P9030";"CANT_PERSONAS_HOGAR";"P5095"
1;1;1;61;2;3;6;1;2;2;1
1;3;1;50;2;3;5;1;2;2;3
2;1;2;59;2;3;6;2;2;3;1
4;2;1;36;2;3;6;1;2;5;3
1;2;2;36;2;3;6;1;1;2;3
1;2;1;35;2;3;6;1;1;2;1
2;2;1;63;2;3;6;2;2;3;1
0;2;1;47;2;3;6;1;1;1;3
3;1;2;53;2;3;6;1;3;4;1
3;1;1;51;2;3;6;1;2;4;1
1;2;2;53;2;3;6;1;3;2;3
2;2;2;33;2;3;6;1;2;3;3
1;3;2;23;2;3;6;1;2;2;3
4;1;1;33;2;3;6;1;2;5;1
4;1;1;46;2;3;6;1;2;5;4
1;2;1;59;2;3;6;1;1;2;4
2;1;1;49;2;3;6;1;2;3;1
0;2;2;32;2;3;6;1;1;1;3
1;1;2;38;2;3;6;1;2;2;4
4;1;1;59;2;3;6;1;2;5;1
3;1;1;42;2;3;6;1;2;4;2
3;1;1;27;2;3;6;2;3;4;4
1;1;1;47;2;3;1;1;2;2;4
0;2;1;40;2;3;6;1;3;1;4
3;1;2;46;2;3;6;1;2;4;1
2;2;2;43;2;3;6;1;2;3;3
2;2;1;40;2;3;6;1;2;3;3
1;3;1;76;2;3;6;1;2;2;1
2;1;2;54;2;3;6;1;2;3;1
4;2;2;69;2;3;6;2;3;5;3
2;2;1;39;2;3;6;1;2;3;1
1;1;1;50;2;3;6;1;2;2;4
0;3;1;59;2;3;6;1;3;1;3
1;1;1;44;2;3;6;1;1;2;1
1;1;2;51;2;3;1;1;2;2;1
1;1;1;63;2;3;5;1;1;2;1
0;1;1;52;2;3;6;1;3;1;1
2;2;2;38;2;3;6;1;2;3;4
2;1;1;52;2;3;6;1;3;3;4
0;1;2;66;2;3;6;1;3;1;1
0;1;2;51;2;3;6;2;3;1;4
1;1;2;38;2;3;6;1;2;2;1
4;2;1;46;2;3;6;1;2;5;1
5;1;2;61;2;3;6;1;3;6;4
0;1;1;34;2;3;6;1;1;1;3
3;1;2;49;2;3;6;1;2;4;1
3;2;1;43;2;3;6;1;1;4;1
0;2;2;45;2;3;6;1;2;1;3
4;2;1;31;2;3;6;1;2;5;3
3;1;2;43;2;3;6;1;2;4;3
5;1;2;41;2;3;6;1;3;6;4
2;1;1;47;2;3;6;1;3;3;4
3;1;2;62;2;3;5;1;4;4;1
4;1;2;30;2;3;6;1;2;5;3
2;2;2;26;2;3;6;2;3;3;1
4;2;1;33;2;3;6;2;3;5;3
2;1;2;52;2;3;6;1;3;3;3
1;1;1;58;2;3;6;1;2;2;1
3;1;1;51;2;3;6;1;3;4;4
4;1;1;61;2;3;1;1;3;5;1
2;1;2;66;2;3;6;1;3;3;5
6;1;1;58;2;3;1;1;3;7;5
2;1;1;63;2;3;6;1;2;3;1
10;1;2;42;2;3;6;1;2;11;3
0;1;1;50;2;3;5;2;3;1;5
0;2;1;66;2;3;6;2;3;1;4
0;3;2;65;2;3;5;1;3;1;4
3;1;1;49;2;3;6;1;2;4;3
1;1;2;59;2;3;6;1;2;2;4
0;2;2;57;2;3;6;1;1;1;3
3;1;1;42;2;3;5;1;2;4;3
3;1;2;50;2;3;6;1;3;4;1
0;1;2;29;2;3;6;2;4;1;1
4;1;1;50;2;3;6;1;2;5;4
2;1;1;35;2;3;5;1;2;3;3
3;1;1;52;2;3;6;1;3;4;1
2;1;1;35;2;3;6;1;2;3;3
5;2;1;39;2;3;6;1;2;6;1
5;1;1;55;2;3;6;2;2;6;1
3;2;1;26;2;3;5;1;2;4;3
2;1;1;48;2;3;6;1;2;3;3
0;1;1;55;2;3;6;1;2;1;1
1;2;1;74;2;3;6;1;2;2;1
0;1;2;47;2;3;6;1;3;1;1
0;1;2;54;2;3;6;2;2;1;2
3;1;1;46;2;3;6;1;1;4;1
1;1;1;51;2;3;6;1;3;2;4
1;2;1;25;2;3;6;1;2;2;1
4;1;2;52;2;3;5;1;2;5;1
1;2;1;69;2;3;6;1;3;2;1
3;2;1;50;2;3;6;1;2;4;3
2;2;1;55;2;3;6;1;2;3;4
2;2;2;53;2;3;6;1;3;3;5
7;2;2;46;2;3;6;2;3;8;1
0;1;2;54;2;3;6;1;2;1;3
6;1;2;39;2;3;6;1;2;7;3
3;1;1;51;2;3;6;1;2;4;1
2;2;2;45;2;3;6;1;1;3;1
2;2;1;50;2;3;6;2;2;3;3
1;2;1;52;2;3;6;1;2;2;1
1;2;1;55;2;3;6;1;2;2;1
3;2;1;40;2;3;6;2;2;4;3
1;1;1;63;2;3;6;1;2;2;1
5;2;1;46;2;3;6;1;1;6;1
0;1;1;47;2;3;6;1;2;1;3
0;1;1;61;2;3;6;2;3;1;4
1;1;2;51;2;3;6;1;2;2;4
2;1;1;57;2;3;6;2;2;3;4
1;1;2;42;2;3;6;1;3;2;3
1;1;2;63;2;3;6;1;2;2;1
0;1;1;49;2;3;6;1;2;1;3
0;2;2;32;2;3;6;2;2;1;4
4;2;1;41;2;3;6;1;2;5;3
2;1;2;53;2;3;6;1;1;3;1
4;1;2;51;2;3;6;1;2;5;1
1;1;2;49;2;3;5;1;2;2;1
1;2;2;50;2;3;6;1;3;2;4
5;1;1;38;2;3;6;1;3;6;4
3;1;1;69;2;3;6;1;3;4;1
3;2;1;45;2;3;6;2;3;4;3
6;1;1;43;2;3;6;1;2;7;5
4;1;1;60;2;3;6;1;2;5;5
1;2;2;58;2;3;6;2;2;2;6
4;2;2;30;2;3;5;1;2;5;1
1;2;1;45;2;3;5;1;2;2;3
3;1;1;58;2;3;6;2;1;4;1
4;1;1;50;2;3;6;1;2;5;4
3;1;1;49;2;3;6;1;2;4;1
3;1;2;36;2;3;6;1;2;4;5
3;1;1;42;2;3;6;1;2;4;1
1;1;2;50;2;3;6;1;2;2;3
4;1;2;52;2;3;6;2;2;5;1
4;1;1;44;2;3;6;1;1;5;1
4;1;1;60;2;3;6;1;3;5;1
1;1;1;50;2;3;6;1;3;2;4
5;1;1;39;2;3;6;1;2;6;1
2;1;1;52;2;3;6;1;2;3;1
7;1;2;44;2;3;6;1;2;8;4
3;1;1;34;2;3;6;1;2;4;3
2;1;1;48;2;3;6;1;2;3;1
0;1;1;45;2;3;6;1;2;1;6
4;1;1;53;2;3;6;1;2;5;5
1;1;1;57;2;3;6;1;2;2;3
1;1;1;54;2;3;1;1;2;2;3
0;1;1;35;2;3;6;1;2;1;1
1;1;1;62;2;3;6;1;2;2;4
1;1;2;38;2;3;1;1;2;2;1
4;1;2;47;2;3;6;1;2;5;1
5;1;2;33;2;3;5;2;3;6;4
0;1;2;59;2;3;6;1;3;1;1
1;1;2;52;2;3;1;1;3;2;1
3;1;1;55;2;3;1;1;2;4;1
4;2;2;46;2;3;6;1;3;5;3
0;1;2;71;2;3;6;1;2;1;1
2;2;1;53;2;3;6;1;2;3;3
2;1;1;36;2;3;6;1;1;3;4
1;1;1;61;2;3;6;1;1;2;1
3;2;2;33;2;3;6;1;2;4;4
2;1;2;33;2;3;6;2;2;3;3
4;1;2;78;2;3;6;2;3;5;1
0;2;2;38;2;3;6;1;2;1;3
0;1;1;50;2;3;6;2;3;1;1
4;1;1;40;2;3;6;1;2;5;4
0;1;1;29;2;3;6;1;3;1;4
3;1;1;41;2;3;6;1;2;4;1
1;1;1;55;2;3;1;1;1;2;1
4;1;1;32;2;3;6;1;2;5;3
3;1;1;22;2;3;6;1;2;4;4
5;1;1;25;2;3;6;1;2;6;3
2;1;1;57;2;3;6;1;2;3;1
4;1;2;46;2;3;6;1;3;5;4
4;1;1;56;2;3;6;1;2;5;1
0;1;2;50;2;3;6;1;3;1;4
3;1;1;54;2;3;6;2;2;4;1
1;2;1;28;2;3;5;1;2;2;3
7;1;1;72;2;3;5;1;2;8;1
3;2;1;35;2;3;6;1;2;4;2
1;1;1;32;2;3;6;1;1;2;1
2;2;1;36;2;3;6;1;2;3;3
2;1;1;56;2;3;6;1;2;3;2
3;1;2;46;2;3;6;1;2;4;1
2;1;1;59;2;3;6;2;2;3;1
4;1;1;49;2;3;1;2;2;5;1
2;2;1;43;2;3;6;1;3;3;2
1;1;1;63;2;3;6;1;3;2;1
1;1;1;50;2;3;6;1;2;2;4
2;1;1;54;2;3;6;1;3;3;1
2;1;1;47;2;3;6;2;2;3;1
4;1;2;53;2;3;6;2;3;5;1
0;3;2;80;2;3;5;1;2;1;1
1;1;1;67;2;3;6;1;2;2;6
2;1;1;61;2;3;6;2;3;3;1
3;2;1;41;2;3;6;2;2;4;3
0;3;1;53;2;3;6;1;2;1;3
4;1;1;46;2;3;6;2;2;5;2
3;2;2;56;2;3;6;2;2;4;3
1;2;1;32;2;3;6;1;1;2;3
2;2;1;40;2;3;6;1;2;3;3
3;2;1;35;2;3;6;1;2;4;3
3;1;1;48;2;3;6;2;3;4;1
3;1;2;44;2;3;6;1;3;4;6
4;1;1;56;2;3;6;1;2;5;3
0;2;2;45;2;3;6;1;2;1;1
1;1;2;53;2;3;6;1;2;2;1
2;2;2;44;2;3;6;2;1;3;1
2;2;2;54;2;3;6;1;2;3;3
1;1;1;63;2;3;6;2;2;2;1
3;2;1;51;2;3;6;1;2;4;3
1;1;1;54;2;3;6;1;2;2;1
2;1;2;41;2;3;6;1;3;3;3
2;2;2;47;2;3;6;2;2;3;2
1;2;2;50;2;3;6;2;3;2;2
3;2;1;34;2;3;1;1;1;4;1
4;2;1;50;2;3;6;2;1;5;2
3;1;1;48;2;3;6;1;2;4;2
2;1;1;53;2;3;6;2;2;3;1
1;1;2;38;2;3;6;1;2;2;1
2;1;1;44;2;3;6;1;2;3;1
4;1;2;51;2;3;6;1;2;5;3
3;1;2;49;2;3;6;1;2;4;3
4;1;1;55;2;3;6;1;2;5;1
1;1;1;52;2;3;6;2;2;2;1
0;1;1;50;2;3;6;1;2;1;3
1;1;1;49;2;3;6;1;2;2;3
3;2;2;41;2;3;6;1;2;4;3
4;1;1;53;2;3;6;1;2;5;1
3;1;1;27;2;3;5;1;3;4;1
2;2;1;55;2;3;6;1;2;3;3
3;2;2;32;2;3;6;1;2;4;3
1;1;1;51;2;3;6;1;3;2;3
2;2;1;28;2;3;6;1;3;3;3
2;1;1;51;2;3;6;1;2;3;1
0;3;1;60;2;3;6;1;3;1;4
0;2;1;35;2;3;6;2;2;1;3
2;2;1;36;2;3;6;1;2;3;3
1;1;1;61;2;3;6;2;3;2;1
4;1;2;32;2;3;6;2;3;5;4
3;2;2;41;2;3;6;1;3;4;3
0;1;1;66;2;3;6;1;3;1;1
8;1;2;53;2;3;5;1;3;9;1
1;1;1;62;2;3;6;1;2;2;1
3;2;1;38;2;3;1;1;2;4;4
0;1;2;35;2;3;6;2;2;1;1
1;1;1;49;2;3;6;1;2;2;1
2;1;1;26;2;3;1;2;2;3;4
1;1;1;55;2;3;1;1;2;2;1
2;1;2;54;2;3;1;1;3;3;4
5;1;1;62;2;3;1;2;2;6;1
2;1;1;39;2;3;1;1;2;3;4
1;2;2;45;2;3;1;1;2;2;1
3;1;1;50;2;3;6;1;2;4;4
0;1;1;54;2;3;6;2;1;1;1
3;1;1;44;2;3;6;1;2;4;2
2;1;1;43;2;3;6;1;2;3;3
1;1;2;70;2;3;6;1;2;2;1
3;1;2;41;2;3;6;1;2;4;1
0;2;1;45;2;3;6;1;2;1;1
3;1;1;51;2;3;6;1;4;4;1
1;2;2;30;2;3;6;1;2;2;3
2;1;1;49;2;3;6;1;2;3;5
0;2;1;62;2;3;6;1;3;1;1
1;1;1;59;2;3;6;1;2;2;1
7;1;2;23;2;3;6;1;2;8;3
2;1;1;34;2;3;6;1;2;3;1
3;2;2;56;2;3;6;1;2;4;3
3;1;2;34;2;3;5;1;2;4;1
1;1;1;49;2;3;5;1;2;2;1
2;1;2;60;2;3;6;1;2;3;1
4;1;1;52;2;3;6;2;2;5;3
0;2;1;47;2;3;6;1;2;1;2
3;1;1;47;2;3;6;1;2;4;1
3;1;1;33;2;3;6;1;3;4;3
4;2;1;44;2;3;6;1;1;5;1
7;1;1;38;2;3;6;1;2;8;1
2;1;1;52;2;3;6;1;1;3;1
0;1;1;65;2;3;1;2;3;1;4
2;1;1;47;2;3;1;1;2;3;1
1;1;1;53;2;3;5;1;2;2;1
3;1;2;28;2;3;5;1;2;4;1
1;1;2;29;2;3;5;1;2;2;1
6;1;1;48;2;3;5;1;3;7;1
6;1;2;61;2;3;5;1;2;7;1
8;1;2;64;2;3;6;1;2;9;1
8;1;1;53;2;3;6;1;2;9;1
2;1;1;43;2;3;6;1;3;3;1
4;1;1;83;2;3;6;1;2;5;1
0;1;1;40;2;3;6;1;2;1;1
5;1;1;57;2;3;6;2;2;6;4
5;1;2;29;2;3;5;2;2;6;1
4;1;1;66;2;3;6;1;2;5;3
1;1;1;35;2;3;3;1;2;2;5
2;1;2;51;2;3;5;1;3;3;1
1;1;2;64;2;3;5;1;2;2;3
4;1;1;48;2;3;6;1;1;5;1
2;2;2;48;2;3;6;1;1;3;2
3;2;2;55;2;3;6;1;2;4;1
4;1;1;31;2;3;5;1;3;5;1
3;2;1;60;2;3;6;1;3;4;1
3;1;1;44;2;3;6;2;2;4;4
2;1;1;51;2;3;6;1;2;3;1
3;1;2;52;2;3;6;1;3;4;4
0;2;1;42;2;3;6;1;3;1;3
0;1;1;47;2;3;6;1;3;1;4
5;1;2;53;2;3;6;1;3;6;1
3;1;1;38;2;3;6;1;2;4;3
2;1;1;47;2;3;6;1;2;3;3
1;2;1;62;2;3;6;1;3;2;3
0;1;2;61;2;3;6;2;2;1;4
4;1;2;53;2;3;1;1;3;5;1
1;2;1;52;2;3;5;1;2;2;1
2;2;1;25;2;3;5;2;2;3;1
2;2;2;29;2;3;6;1;2;3;1
1;1;2;51;2;3;6;1;3;2;6
0;1;2;45;2;3;6;1;2;1;4
3;1;1;37;2;3;6;1;2;4;1
3;1;1;51;2;3;6;2;3;4;1
6;1;1;55;2;3;6;1;3;7;1
4;1;1;57;2;3;1;1;3;5;1
0;1;1;61;2;3;5;1;2;1;1
0;1;1;46;2;3;6;1;2;1;1
3;1;2;45;2;3;5;1;2;4;1
5;1;1;53;2;3;6;1;2;6;4
5;1;1;43;2;3;6;1;2;6;1
3;2;1;30;2;3;5;1;3;4;1
3;1;2;25;2;3;6;1;2;4;3
6;1;1;55;2;3;6;1;3;7;1
3;1;1;41;2;3;6;2;2;4;2
3;1;1;59;2;3;6;1;2;4;5
3;1;1;53;2;3;6;1;3;4;3
1;2;1;33;2;3;6;1;2;2;3
1;1;1;29;2;3;5;1;3;2;1
1;1;2;46;2;3;5;1;3;2;4
4;1;2;49;2;3;5;2;2;5;1
3;1;2;38;2;3;5;2;4;4;3
3;1;2;52;2;3;5;1;3;4;4
5;1;1;33;2;3;5;1;2;6;1
4;1;2;32;2;3;6;2;3;5;1
3;1;1;35;2;3;5;1;2;4;1
5;1;1;66;2;3;5;1;3;6;4
2;2;2;20;2;3;5;2;3;3;1
1;1;2;45;2;3;6;2;3;2;1
2;2;1;45;2;3;6;1;2;3;3
0;1;1;56;2;3;5;1;2;1;3
5;1;1;35;2;3;5;2;4;6;1
5;1;1;51;2;3;5;2;2;6;1
1;3;1;49;2;3;5;2;3;2;3
4;1;1;44;2;3;6;1;3;5;1
6;1;1;54;2;3;5;2;3;7;2
4;2;2;40;2;3;6;1;1;5;1
1;1;1;61;2;3;6;1;2;2;1
3;2;2;44;2;3;6;1;2;4;1
2;3;1;35;2;3;6;2;2;3;3
2;2;1;20;2;3;6;1;2;3;3
0;2;2;47;2;3;6;1;2;1;3
1;2;1;48;2;3;6;1;2;2;1
1;2;1;32;2;3;6;1;1;2;3
3;1;1;64;2;3;6;1;2;4;1
4;1;1;78;2;3;6;1;2;5;1
2;1;1;49;2;3;6;1;1;3;3
2;2;1;25;2;3;6;2;2;3;3
2;1;1;30;2;3;6;1;2;3;2
3;1;1;55;2;3;6;1;2;4;1
2;1;1;58;2;3;6;1;2;3;4
3;2;2;48;2;3;6;1;1;4;2
3;2;2;31;2;3;6;1;2;4;3
0;2;2;42;2;3;6;2;3;1;3
5;1;1;42;2;3;6;1;2;6;1
2;2;1;50;2;3;6;1;2;3;1
1;1;1;52;2;3;5;1;2;2;1
2;1;1;47;2;3;1;1;2;3;1
2;1;1;26;2;3;6;1;3;3;2
3;1;1;56;2;3;1;1;3;4;1
3;1;1;59;2;3;6;1;3;4;5
3;2;1;50;2;3;6;1;2;4;3
2;2;2;46;2;3;6;1;3;3;3
4;2;1;53;2;3;6;1;1;5;3
2;2;2;55;2;3;6;1;2;3;3
2;2;2;27;2;3;6;1;2;3;3
4;2;1;46;2;3;6;1;2;5;3
2;1;1;25;2;2;6;2;2;3;3
3;2;2;40;2;2;6;2;4;4;1
6;2;1;40;2;2;6;2;3;7;1
5;1;2;32;2;2;6;2;2;6;3
3;1;2;31;2;2;6;1;2;4;4
6;1;1;36;2;2;6;2;2;7;3
5;2;1;34;2;2;5;1;1;6;3
1;2;1;67;2;2;1;2;1;2;2
0;1;1;25;2;2;6;2;1;1;4
3;1;1;43;2;2;1;1;3;4;1
3;1;1;45;2;2;6;1;3;4;3
2;2;1;45;2;2;5;1;2;3;3
2;2;1;40;2;2;6;1;2;3;3
6;1;2;36;2;2;6;1;2;7;1
3;1;1;62;2;2;6;1;2;4;1
7;1;1;54;2;2;6;2;2;8;1
0;2;2;24;2;2;6;1;2;1;3
3;1;1;52;2;2;6;1;2;4;3
1;2;2;40;2;2;6;2;3;2;3
1;1;1;55;2;2;6;1;2;2;1
3;1;1;25;2;2;6;1;3;4;3
1;1;2;33;2;2;6;1;2;2;2
2;1;1;25;2;2;6;2;2;3;2
2;1;2;26;2;2;6;1;2;3;3
0;2;2;33;2;2;6;1;2;1;3
3;1;1;40;2;2;6;1;2;4;4
1;1;2;26;2;2;6;1;2;2;4
0;2;2;42;2;2;6;1;2;1;4
2;1;1;31;2;2;6;1;1;3;1
2;1;1;22;2;2;6;1;1;3;3
2;2;1;35;2;2;6;1;1;3;3
5;2;1;21;2;2;6;1;3;6;3
0;1;1;49;2;2;6;1;2;1;3
3;2;2;34;2;2;6;1;1;4;3
2;1;2;32;2;2;5;1;3;3;3
3;2;1;28;2;2;6;1;2;4;3
1;2;1;37;2;2;6;1;1;2;3
1;2;2;32;2;2;6;1;2;2;3
3;1;2;47;2;2;6;1;2;4;4
0;2;1;81;2;2;6;1;1;1;1
2;1;2;34;2;2;6;1;1;3;1
1;2;2;23;2;2;6;1;2;2;3
2;1;2;36;2;2;6;1;3;3;1
4;2;1;51;2;2;6;1;2;5;3
5;2;1;52;2;2;6;2;3;6;1
3;2;2;52;2;2;6;2;2;4;3
6;2;1;39;2;2;6;1;3;7;3
4;1;1;64;2;2;6;1;1;5;1
3;2;1;34;2;2;6;1;2;4;3
2;2;2;39;2;2;6;1;2;3;3
3;3;1;60;2;2;6;1;2;4;3
2;1;2;72;2;2;6;1;2;3;3
2;2;2;36;2;2;6;1;2;3;3
1;2;1;22;2;2;6;1;2;2;3
0;1;2;36;2;2;6;1;2;1;3
4;2;1;31;2;2;6;1;2;5;3
1;1;1;55;2;2;6;1;2;2;1
0;3;1;54;2;2;6;1;2;1;3
1;1;1;52;2;2;6;1;3;2;1
1;1;1;55;2;2;6;1;2;2;1
2;1;1;33;2;2;6;1;2;3;3
3;2;1;40;2;2;6;2;2;4;3
1;1;1;52;2;2;6;2;2;2;1
6;1;1;29;2;2;6;1;2;7;4
2;2;1;36;2;2;6;1;2;3;4
2;3;2;47;2;2;6;1;2;3;3
2;1;2;37;2;2;6;1;2;3;3
3;1;2;37;2;2;6;1;3;4;3
3;1;2;33;2;2;6;1;1;4;3
1;1;1;28;2;2;6;1;1;2;4
4;1;1;36;2;2;6;1;1;5;3
3;2;1;42;2;2;6;1;2;4;3
4;1;1;49;2;2;6;1;1;5;1
2;2;1;61;2;2;6;1;1;3;3
3;1;1;54;2;2;6;1;1;4;1
1;1;2;40;2;2;6;1;2;2;4
7;1;2;43;2;2;6;1;2;8;1
2;1;2;28;2;2;6;1;2;3;1
4;1;2;38;2;2;6;2;2;5;1
0;3;1;24;2;2;6;1;2;1;3
0;1;2;52;2;2;6;1;2;1;1
0;3;2;28;2;2;6;1;2;1;3
0;3;2;39;2;2;6;1;2;1;3
0;3;2;28;2;2;6;1;1;1;3
6;2;1;39;2;2;6;1;3;7;3
1;1;2;53;2;2;5;2;2;2;1
3;1;1;49;2;2;6;1;2;4;1
2;2;1;39;2;2;6;1;2;3;4
3;2;2;22;2;2;6;1;2;4;3
1;1;1;85;2;2;6;1;2;2;4
8;1;1;43;2;2;6;1;3;9;4
2;2;2;44;2;2;6;1;2;3;1
0;2;2;39;2;2;6;1;2;1;1
2;2;1;17;2;2;6;1;2;3;4
2;1;1;32;2;2;6;1;2;3;1
3;2;1;35;2;2;6;1;2;4;4
0;1;1;35;2;2;6;1;2;1;4
0;2;2;17;2;2;6;1;2;1;3
5;1;1;44;2;2;6;1;2;6;1
1;2;2;43;2;2;6;1;2;2;4
2;2;1;30;2;2;6;1;2;3;4
3;1;2;26;2;2;6;1;2;4;3
2;1;1;49;2;2;1;2;2;3;3
2;2;1;25;2;2;6;1;2;3;3
1;2;2;29;2;2;6;1;1;2;1
2;2;1;43;2;2;6;2;2;3;4
1;2;2;24;2;2;6;2;2;2;3
0;1;2;64;2;2;6;1;3;1;1
1;1;2;22;2;2;5;2;3;2;3
3;1;1;40;2;2;5;1;2;4;2
3;2;1;25;2;2;6;1;2;4;4
1;1;2;23;2;2;5;1;2;2;3
3;1;2;29;2;2;5;1;3;4;3
4;2;1;48;2;2;6;1;2;5;4
0;2;1;21;2;2;6;1;2;1;3
1;1;1;24;2;2;6;1;2;2;3
5;1;1;39;2;2;6;1;2;6;3
2;3;1;20;2;2;6;1;2;3;4
2;1;2;38;2;2;6;1;2;3;3
2;2;1;44;2;2;1;1;3;3;3
2;1;1;22;2;2;6;1;2;3;3
2;1;2;25;2;2;6;1;2;3;3
2;1;1;25;2;2;6;1;3;3;1
4;1;1;25;2;2;6;2;2;5;3
1;2;2;46;2;2;6;1;2;2;3
3;2;1;25;2;2;5;2;2;4;3
3;2;1;32;2;2;6;1;2;4;3
3;3;1;29;2;2;6;1;2;4;3
1;3;1;52;2;2;6;2;3;2;3
0;3;2;19;2;2;5;1;2;1;4
1;1;2;30;2;2;6;2;2;2;4
1;2;2;33;2;2;6;2;2;2;3
3;1;1;38;2;2;6;1;2;4;1
3;1;1;37;2;2;6;1;2;4;3
3;2;1;30;2;2;1;1;2;4;1
1;2;2;33;2;2;6;2;3;2;1
3;2;1;35;2;2;6;1;2;4;1
2;2;1;26;2;2;6;1;2;3;3
2;2;1;48;2;2;6;2;2;3;1
2;2;1;33;2;2;6;1;2;3;3
1;2;2;21;2;2;6;2;2;2;2
3;1;2;37;2;2;6;2;2;4;3
0;2;2;33;2;2;6;1;2;1;3
1;2;2;28;2;2;6;1;3;2;3
3;1;1;41;2;2;6;1;2;4;2
3;1;1;36;2;2;6;1;2;4;1
2;1;2;47;2;2;6;1;2;3;1
3;2;2;23;2;2;6;1;2;4;4
3;2;1;30;2;2;1;2;2;4;1
3;2;1;24;2;2;6;2;2;4;4
0;2;1;38;2;2;6;1;2;1;2
3;2;1;37;2;2;6;1;2;4;2
2;2;1;41;2;2;6;1;2;3;2
2;2;2;34;2;2;6;1;2;3;2
3;2;2;31;2;2;6;1;3;4;1
2;1;1;25;2;2;6;1;2;3;3
5;1;1;32;2;2;6;1;2;6;3
1;1;2;22;2;2;6;1;2;2;3
2;1;1;54;2;2;1;1;2;3;1
3;1;1;28;2;2;1;1;2;4;3
2;2;2;24;2;2;6;1;1;3;6
4;2;1;49;2;2;6;1;2;5;3
3;1;2;23;2;2;6;2;3;4;3
4;1;1;38;2;2;6;1;4;5;3
2;1;2;46;2;2;6;1;2;3;3
2;1;2;21;2;2;6;1;3;3;3
0;2;1;23;2;2;1;1;2;1;4
2;1;1;32;2;2;6;1;2;3;1
1;2;1;44;2;2;6;1;1;2;3
0;1;1;41;2;2;6;1;2;1;4
5;1;2;49;2;2;6;1;3;6;3
2;2;2;44;2;2;6;1;2;3;1
1;1;1;53;2;2;1;2;2;2;1
1;2;2;40;2;2;5;1;4;2;3
3;2;1;37;2;2;6;1;2;4;3
2;2;1;28;2;2;6;1;2;3;3
1;1;1;53;2;2;6;1;2;2;3
2;1;1;52;2;2;6;1;2;3;3
1;1;2;20;2;2;6;1;2;2;3
3;1;1;36;2;2;6;2;2;4;3
1;1;2;60;2;2;6;1;3;2;1
1;1;2;45;2;2;6;1;2;2;1
3;1;1;42;2;2;6;1;2;4;3
0;1;1;60;2;2;6;1;2;1;4
3;1;1;34;2;2;6;1;2;4;4
1;1;1;35;2;2;6;1;2;2;3
3;1;1;39;2;2;6;1;2;4;3
1;1;2;40;2;2;6;2;2;2;3
3;1;1;48;2;2;6;1;2;4;4
1;1;2;51;2;2;6;2;2;2;1
2;1;1;37;2;2;6;1;1;3;3
1;1;2;42;2;2;6;1;3;2;3
2;2;1;35;2;2;6;1;1;3;3
1;1;1;55;2;2;6;1;1;2;1
1;2;2;38;2;2;6;1;2;2;3
5;2;1;39;2;2;6;1;2;6;3
1;2;1;31;2;2;6;1;2;2;3
5;2;2;40;2;2;6;1;2;6;3
2;3;1;28;2;2;6;2;3;3;3
1;1;2;54;2;2;6;2;3;2;1
3;1;2;27;2;2;1;1;2;4;3
2;2;1;41;2;2;6;1;2;3;3
2;2;2;24;2;2;6;1;2;3;3
3;1;1;37;2;2;6;2;3;4;3
1;1;1;49;2;2;6;1;2;2;1
3;1;2;31;2;2;6;1;3;4;3
3;1;2;36;2;2;6;2;2;4;4
1;1;2;45;2;2;6;1;2;2;3
2;2;2;26;2;2;6;1;2;3;3
1;2;2;32;2;2;6;1;2;2;3
0;1;1;43;2;2;6;1;2;1;4
2;2;1;43;2;2;6;1;2;3;3
1;1;1;55;2;2;6;1;1;2;1
1;1;1;46;2;2;6;1;3;2;1
2;1;1;43;2;2;6;1;3;3;1
4;1;2;19;2;2;6;1;2;5;3
4;1;1;35;2;2;6;1;3;5;1
5;2;1;49;2;2;6;1;2;6;3
0;1;1;24;2;2;6;1;2;1;4
1;1;2;37;2;2;6;1;2;2;3
4;2;1;28;2;2;5;1;3;5;3
2;2;2;26;2;2;6;1;2;3;3
0;2;1;38;2;2;6;1;1;1;3
2;2;2;54;2;2;6;2;2;3;3
1;2;2;42;2;2;6;1;3;2;3
3;1;1;45;2;2;6;1;1;4;3
8;2;1;22;2;2;6;1;1;9;3
3;2;1;47;2;2;5;1;1;4;1
3;2;1;33;2;2;5;1;2;4;3
2;2;1;30;2;2;6;2;2;3;3
1;2;1;43;2;2;6;1;2;2;3
2;1;1;22;2;2;6;1;1;3;3
1;1;1;47;2;2;6;2;3;2;3
2;2;1;45;2;2;1;2;2;3;1
1;2;2;26;2;2;6;1;2;2;3
3;1;2;33;2;2;6;1;3;4;3
1;1;2;27;2;2;5;2;2;2;4
3;1;1;40;2;2;6;1;1;4;3
3;2;1;38;2;2;6;2;2;4;3
4;2;1;52;2;2;6;1;2;5;1
2;1;2;30;2;2;6;2;2;3;1
3;1;2;26;2;2;6;1;3;4;4
2;2;1;46;2;2;6;1;2;3;1
5;1;2;41;2;2;6;1;3;6;3
1;2;1;27;2;2;6;1;2;2;3
3;1;1;42;2;2;6;1;2;4;3
3;2;1;37;2;2;6;1;2;4;1
1;2;1;23;2;2;6;2;2;2;3
4;2;1;38;2;2;6;2;2;5;3
3;1;1;34;2;2;6;1;2;4;3
4;1;1;47;2;2;6;1;2;5;1
2;1;1;30;2;2;6;1;2;3;3
1;1;2;26;2;2;6;1;2;2;1
4;1;1;30;2;2;6;1;3;5;3
